"Extension","TotalLines","AILines","AIPercentage","FileCount"
"csv","1296160","1296160","100","25"
"py","72691","62310","85.72","723"
"md","28890","15175","52.53","651"
"ps1","24050","24040","99.96","75"
"json","17010","5695","33.48","95"
"ipynb","10428","6790","65.11","46"
"kql","7650","7595","99.28","170"
"yml","3680","1945","52.85","137"
"gitignore","2590","75","2.9","15"
"sh","915","825","90.16","25"
"bicep","705","700","99.29","13"
"dockerignore","470","470","100","5"
"ps1}","385","5","1.3","10"
"txt","300","150","50","60"
"platform","270","240","88.89","45"
"other","210","105","50","10"
"yaml","209","160","76.56","33"
"flake8","115","115","100","5"
"github/codeowners","60","15","25","10"
"png","5","5","100","272"
"py}","5","0","0","5"
