"Extension","TotalLines","AILines","AIPercentage","FileCount"
"csv","259232","0","0","5"
"py","11738","577","4.92","126"
"md","5389","0","0","116"
"ps1","3105","0","0","8"
"json","2670","0","0","10"
"kql","1530","0","0","34"
"ipynb","750","0","0","4"
"gitignore","518","0","0","3"
"yml","314","0","0","25"
"bicep","141","0","0","3"
"ps1}","76","0","0","1"
"txt","42","0","0","9"
"other","42","0","0","2"
"platform","42","0","0","5"
"yaml","30","0","0","6"
"flake8","23","0","0","1"
"sh","18","0","0","4"
"github/codeowners","12","0","0","2"
"png","1","0","0","47"
"py}","1","0","0","1"
