"Extension","TotalLines","AILines","AIPercentage","FileCount"
"json","62428","0","0","2"
"md","980","0","0","25"
"tsx","427","0","0","4"
"sh","248","0","0","2"
"py","134","0","0","14"
"gitignore","85","0","0","1"
"example","23","0","0","2"
"other","21","0","0","1"
"bicep","18","0","0","3"
"env","7","0","0","1"
"yml","6","0","0","2"
"txt","6","0","0","2"
"github/codeowners","1","0","0","1"
