"Extension","TotalLines","AILines","AIPercentage","FileCount"
"json","577284","78","0.01","159"
"py","170019","152394","89.63","1546"
"yml","16248","60","0.37","585"
"lock","16008","6618","41.34","42"
"md","9470","24","0.25","450"
"ps1","4278","21","0.49","75"
"sh","3624","0","0","72"
"tsx","3077","2328","75.66","314"
"bicep","1500","201","13.4","135"
"yaml","858","156","18.18","51"
"csv","273","249","91.21","51"
"gitignore","255","0","0","3"
"sample","102","0","0","27"
"coveragerc","75","75","100","3"
"other","63","0","0","3"
"json}","60","0","0","6"
"txt","60","0","0","30"
"flake8","54","0","0","6"
"css","42","0","0","6"
"toml","42","33","78.57","15"
"ini","27","15","55.56","12"
"env","21","0","0","3"
"devcontainer/dockerfile","12","0","0","3"
"github/codeowners","9","0","0","9"
