"Extension","TotalLines","AILines","AIPercentage","FileCount"
"json","222619","71909","32.3","55"
"ps1","23801","254","1.07","408"
"bicep","9857","717","7.27","338"
"svg","9429","0","0","2"
"md","9327","87","0.93","268"
"sh","3921","159","4.06","81"
"old","656","0","0","3"
"yml","552","0","0","38"
"py","544","396","72.79","26"
"yaml","509","42","8.25","48"
"bicepparam","386","0","0","8"
"gitignore","200","1","0.5","9"
"other","138","0","0","13"
"sample","104","0","0","8"
"txt","25","12","48","18"
"md}","18","0","0","1"
"env","14","0","0","4"
"github/codeowners","8","0","0","4"
"gitmodules","6","0","0","2"
"bicep}","1","0","0","4"
