"Extension","TotalLines","AILines","AIPercentage","FileCount"
"json","29159","0","0","16"
"ps1","10216","0","0","104"
"md","3705","0","0","55"
"sh","1423","0","0","35"
"bicep","572","0","0","48"
"yml","268","0","0","12"
"yaml","162","0","0","7"
"bicepparam","133","0","0","2"
"py","111","0","0","12"
"gitignore","97","0","0","3"
"sample","50","0","0","2"
"other","22","0","0","3"
"txt","8","0","0","9"
"devcontainer/dockerfile","8","0","0","2"
"env","7","0","0","2"
"github/codeowners","3","0","0","3"
"gitmodules","3","0","0","1"
