"Extension","TotalLines","AILines","AIPercentage","FileCount"
"json","251768","71909","28.56","69"
"ps1","36661","254","0.69","704"
"md","13577","87","0.64","358"
"bicep","10675","717","6.72","395"
"svg","9429","0","0","2"
"sh","5588","159","2.85","124"
"yml","820","0","0","50"
"yaml","731","42","5.75","71"
"old","656","0","0","4"
"py","655","396","60.46","38"
"bicepparam","639","0","0","14"
"gitignore","297","1","0.34","12"
"other","160","0","0","16"
"sample","158","0","0","14"
"txt","33","12","36.36","27"
"env","21","0","0","6"
"md}","18","0","0","1"
"github/codeowners","11","0","0","7"
"gitmodules","9","0","0","3"
"bicep}","1","0","0","7"
