"Extension","TotalLines","AILines","AIPercentage","FileCount"
"json","237351","71909","30.3","65"
"ps1","35994","254","0.71","652"
"md","13255","87","0.66","341"
"bicep","10535","717","6.81","382"
"svg","9429","0","0","2"
"sh","5508","159","2.89","117"
"yml","722","0","0","46"
"yaml","716","42","5.87","67"
"old","656","0","0","4"
"py","630","396","62.86","37"
"bicepparam","609","0","0","13"
"gitignore","297","1","0.34","12"
"other","160","0","0","16"
"sample","157","0","0","13"
"txt","32","12","37.5","26"
"env","21","0","0","6"
"md}","18","0","0","1"
"github/codeowners","10","0","0","6"
"gitmodules","9","0","0","3"
"bicep}","1","0","0","4"
