"Extension","TotalLines","AILines","AIPercentage","FileCount"
"json","222304","0","0","49"
"ps1","10292","0","0","72"
"svg","9429","0","0","2"
"bicep","9134","0","0","300"
"md","5271","0","0","185"
"sh","2231","0","0","46"
"old","656","0","0","2"
"py","483","0","0","16"
"yml","480","0","0","34"
"yaml","272","0","0","21"
"other","116","0","0","10"
"bicepparam","103","0","0","1"
"gitignore","103","0","0","6"
"sample","49","0","0","1"
"txt","19","0","0","11"
"md}","18","0","0","1"
"env","7","0","0","2"
"github/codeowners","7","0","0","3"
"gitmodules","3","0","0","1"
"bicep}","1","0","0","4"
