"Extension","TotalLines","AILines","AIPercentage","FileCount"
"ps1","59259","0","0","444"
"json","45171","0","0","54"
"md","21387","0","0","252"
"sh","8184","0","0","159"
"bicep","2556","0","0","192"
"yaml","927","0","0","30"
"yml","726","0","0","36"
"bicepparam","708","0","0","9"
"gitignore","582","0","0","18"
"py","441","0","0","63"
"sample","297","0","0","9"
"other","132","0","0","18"
"env","42","0","0","12"
"txt","39","0","0","45"
"devcontainer/dockerfile","24","0","0","6"
"gitmodules","18","0","0","6"
"github/codeowners","9","0","0","9"
