"Extension","TotalLines","AILines","AIPercentage","FileCount"
"json","222619","0","0","55"
"ps1","20487","0","0","166"
"bicep","9552","0","0","328"
"svg","9429","0","0","2"
"md","8852","0","0","228"
"sh","3616","0","0","71"
"old","656","0","0","3"
"yml","552","0","0","38"
"py","544","0","0","26"
"yaml","434","0","0","28"
"bicepparam","236","0","0","3"
"gitignore","200","0","0","9"
"other","138","0","0","13"
"sample","99","0","0","3"
"txt","25","0","0","18"
"md}","18","0","0","1"
"env","14","0","0","4"
"github/codeowners","8","0","0","4"
"gitmodules","6","0","0","2"
"bicep}","1","0","0","4"
