"Extension","TotalLines","AILines","AIPercentage","FileCount"
"json","43891","0","0","26"
"ps1","19765","0","0","156"
"md","7253","0","0","96"
"sh","2766","0","0","63"
"bicep","1006","0","0","84"
"yml","438","0","0","20"
"yaml","309","0","0","10"
"bicepparam","236","0","0","3"
"py","197","0","0","23"
"gitignore","194","0","0","6"
"sample","99","0","0","3"
"other","44","0","0","6"
"txt","15","0","0","17"
"env","14","0","0","4"
"devcontainer/dockerfile","8","0","0","2"
"gitmodules","6","0","0","2"
"github/codeowners","5","0","0","5"
