"Extension","TotalLines","AILines","AIPercentage","FileCount"
"ps1","80212","8028","10.01","677"
"json","45496","0","0","62"
"md","27289","784","2.87","423"
"sh","9630","0","0","186"
"bicep","3867","42","1.09","239"
"bicepparam","1454","60","4.13","35"
"yaml","1152","16","1.39","53"
"yml","824","0","0","46"
"gitignore","681","0","0","23"
"py","502","0","0","73"
"sample","348","0","0","12"
"other","158","0","0","25"
"env","49","0","0","14"
"txt","45","0","0","52"
"devcontainer/dockerfile","32","0","0","8"
"gitmodules","23","0","0","9"
"github/codeowners","10","0","0","10"
"md}","10","0","0","6"
