"Extension","TotalLines","AILines","AIPercentage","FileCount"
"bicep","1734","0","0","11"
"py","361","0","0","20"
"yaml","350","0","0","2"
"json","321","0","0","12"
"sh","298","0","0","13"
"ps1","106","0","0","1"
"md","105","0","0","16"
"gitignore","85","0","0","1"
"other","21","0","0","1"
"txt","10","0","0","5"
"env","7","0","0","1"
"github/codeowners","1","0","0","1"
