"Extension","TotalLines","AILines","AIPercentage","FileCount"
"json","237036","71909","30.34","59"
"ps1","25129","254","1.01","508"
"bicep","10056","717","7.13","352"
"md","9579","87","0.91","290"
"svg","9429","0","0","2"
"sh","4062","159","3.91","90"
"old","656","0","0","3"
"yml","650","0","0","42"
"py","569","396","69.6","27"
"yaml","539","42","7.79","56"
"bicepparam","446","0","0","10"
"gitignore","200","1","0.5","9"
"other","138","0","0","13"
"sample","106","0","0","10"
"txt","26","12","46.15","19"
"md}","18","0","0","1"
"env","14","0","0","4"
"github/codeowners","9","0","0","5"
"gitmodules","6","0","0","2"
"bicep}","1","0","0","4"
