"Extension","TotalLines","AILines","AIPercentage","FileCount"
"json","48209","0","0","14"
"lock","2865","0","0","9"
"py","2427","0","0","147"
"ps1","567","0","0","7"
"sh","518","0","0","9"
"md","328","0","0","17"
"tsx","285","0","0","13"
"bicep","164","0","0","9"
"csv","91","0","0","17"
"gitignore","85","0","0","1"
"yaml","54","0","0","3"
"other","21","0","0","1"
"css","14","0","0","2"
"toml","14","0","0","5"
"txt","9","0","0","3"
"sample","9","0","0","4"
"env","7","0","0","1"
"yml","1","0","0","1"
"github/codeowners","1","0","0","1"
