"Extension","TotalLines","AILines","AIPercentage","FileCount"
"json","43896","0","0","27"
"ps1","20426","0","0","204"
"md","7348","0","0","104"
"sh","2827","0","0","65"
"bicep","1067","0","0","86"
"yml","438","0","0","20"
"yaml","324","0","0","14"
"bicepparam","266","0","0","4"
"py","197","0","0","23"
"gitignore","194","0","0","6"
"sample","100","0","0","4"
"other","44","0","0","6"
"txt","15","0","0","17"
"env","14","0","0","4"
"devcontainer/dockerfile","12","0","0","3"
"gitmodules","6","0","0","2"
"github/codeowners","5","0","0","5"
