"Extension","TotalLines","AILines","AIPercentage","FileCount"
"json","234683","143818","61.28","123"
"ps1","134221","12550","9.35","1045"
"md","47062","1350","2.87","717"
"sh","16702","318","1.9","338"
"bicep","8052","1497","18.59","468"
"bicepparam","2296","90","3.92","55"
"yaml","2010","108","5.37","82"
"yml","1891","0","0","93"
"py","1676","792","47.26","136"
"gitignore","1169","2","0.17","41"
"sample","594","0","0","18"
"other","270","0","0","42"
"txt","102","24","23.53","96"
"env","84","0","0","24"
"gitmodules","39","0","0","15"
"devcontainer/dockerfile","36","0","0","9"
"github/codeowners","28","0","0","20"
"md}","15","0","0","9"
