"Extension","TotalLines","AILines","AIPercentage","FileCount"
"json","87334","0","0","29"
"svg","9429","0","0","1"
"bicep","8519","0","0","249"
"md","1944","0","0","156"
"ps1","1331","0","0","65"
"old","656","0","0","1"
"sh","510","0","0","21"
"py","458","0","0","9"
"yml","405","0","0","28"
"yaml","137","0","0","21"
"other","115","0","0","8"
"gitignore","91","0","0","4"
"bicepparam","30","0","0","1"
"md}","18","0","0","1"
"txt","18","0","0","5"
"env","7","0","0","1"
"github/codeowners","7","0","0","3"
"bicep}","1","0","0","1"
"sample","1","0","0","1"
