"Extension","TotalLines","AILines","AIPercentage","FileCount"
"json","565591","459","0.08","431"
"py","111801","17515","15.67","3162"
"tsx","48428","1460","3.01","1511"
"bicep","33522","856","2.55","489"
"lock","27792","116","0.42","49"
"md","19880","1288","6.48","656"
"yml","15348","71","0.46","609"
"css","13395","1528","11.41","232"
"js","5825","1169","20.07","90"
"sh","4234","0","0","90"
"ts","2819","27","0.96","95"
"ps1","2320","0","0","41"
"gitignore","950","459","48.32","24"
"html","927","273","29.45","52"
"yaml","676","0","0","75"
"dockerfile","582","0","0","18"
"csv","423","0","0","193"
"toml","331","0","0","44"
"dockerignore","325","3","0.92","3"
"other","300","71","23.67","45"
"txt","281","39","13.88","84"
"bicepparam","270","24","8.89","80"
"svg","188","92","48.94","34"
"sample","173","9","5.2","64"
"tsx}","95","0","0","40"
"old","38","0","0","4"
"dockerfile => src/frontend_react/dockerfile","38","0","0","2"
"example","36","15","41.67","8"
"nocache","35","0","0","2"
"ini","35","14","40","9"
"flake8","32","0","0","8"
"code-workspace","26","0","0","2"
"json}","20","0","0","2"
"python-version","8","0","0","14"
"env","7","0","0","1"
"md}","5","0","0","1"
"github/workflows/codeowners","5","5","100","1"
"py}","4","0","0","4"
"bicep}","4","0","0","5"
"github/codeowners","3","0","0","3"
"github/{codeowner => codeowners}","2","0","0","2"
