"Extension","TotalLines","AILines","AIPercentage","FileCount"
"json","14308","0","0","8"
"lock","3542","0","0","1"
"bicep","547","0","0","9"
"py","139","0","0","11"
"css","127","0","0","1"
"yml","35","0","0","12"
"md","30","0","0","3"
"tsx","27","0","0","4"
"toml","20","0","0","1"
"sh","2","0","0","1"
"github/codeowners","1","0","0","1"
