"Extension","TotalLines","AILines","AIPercentage","FileCount"
"ps1","69454","0","0","538"
"json","45491","0","0","61"
"md","24983","0","0","296"
"sh","9569","0","0","184"
"bicep","2974","0","0","220"
"yaml","1089","0","0","37"
"bicepparam","841","0","0","11"
"yml","798","0","0","40"
"gitignore","679","0","0","21"
"py","502","0","0","73"
"sample","347","0","0","11"
"other","154","0","0","21"
"env","49","0","0","14"
"txt","45","0","0","52"
"devcontainer/dockerfile","28","0","0","7"
"gitmodules","21","0","0","7"
"github/codeowners","10","0","0","10"
