"Extension","TotalLines","AILines","AIPercentage","FileCount"
"csv","259232","0","0","5"
"py","10544","365","3.46","73"
"ps1","3558","0","0","10"
"md","2703","0","0","32"
"kql","1519","0","0","32"
"json","1140","0","0","7"
"gitignore","433","0","0","2"
"yml","401","0","0","9"
"sh","179","0","0","3"
"bicep","141","0","0","2"
"dockerignore","94","0","0","1"
"ps1}","77","0","0","2"
"yaml","38","0","0","4"
"platform","36","0","0","3"
"txt","30","0","0","5"
"other","21","0","0","1"
"png","1","0","0","25"
"py}","1","0","0","1"
