"Extension","TotalLines","AILines","AIPercentage","FileCount"
"json","1548085","1893","0.12","724"
"py","421485","368471","87.42","6313"
"lock","55417","16692","30.12","224"
"tsx","53464","36987","69.18","2112"
"yml","47155","745","1.58","1857"
"bicep","33431","1079","3.23","768"
"md","26162","2010","7.68","1239"
"ps1","10291","428","4.16","178"
"sh","9941","330","3.32","222"
"css","4917","3018","61.38","137"
"ts","4188","4063","97.02","129"
"yaml","2202","358","16.26","162"
"csv","1210","498","41.16","454"
"dockerignore","644","0","0","5"
"toml","593","116","19.56","175"
"gitignore","531","5","0.94","22"
"txt","480","153","31.87","165"
"other","436","98","22.48","66"
"sample","272","16","5.88","93"
"coveragerc","153","150","98.04","9"
"json}","120","0","0","12"
"flake8","108","0","0","12"
"ini","95","60","63.16","40"
"yml}","81","0","0","3"
"svg","76","56","73.68","8"
"nocache","71","0","0","5"
"example","52","32","61.54","8"
"env","42","0","0","6"
"html","20","0","0","12"
"devcontainer/dockerfile","20","0","0","5"
"github/codeowners","18","0","0","18"
"py}","11","0","0","9"
"md}","10","0","0","2"
"bicep}","8","0","0","6"
"tsx}","6","0","0","12"
"code-workspace","3","0","0","3"
