"Extension","TotalLines","AILines","AIPercentage","FileCount"
"ps1","74501","4014","5.39","583"
"json","45491","0","0","61"
"md","26081","392","1.5","355"
"sh","9569","0","0","184"
"bicep","3380","21","0.62","228"
"bicepparam","1132","30","2.65","22"
"yaml","1113","8","0.72","43"
"yml","811","0","0","43"
"gitignore","680","0","0","22"
"py","502","0","0","73"
"sample","347","0","0","11"
"other","156","0","0","23"
"env","49","0","0","14"
"txt","45","0","0","52"
"devcontainer/dockerfile","28","0","0","7"
"gitmodules","22","0","0","8"
"github/codeowners","10","0","0","10"
"md}","5","0","0","3"
