"Extension","TotalLines","AILines","AIPercentage","FileCount"
"json","516744","459","0.09","370"
"py","105316","16281","15.46","2930"
"tsx","46815","1949","4.16","1421"
"bicep","28388","1366","4.81","351"
"md","17369","1288","7.42","518"
"lock","16748","116","0.69","38"
"yml","13057","71","0.54","528"
"css","11899","1550","13.03","214"
"js","3873","1169","30.18","78"
"sh","3796","0","0","77"
"ts","2782","71","2.55","93"
"ps1","2008","0","0","34"
"gitignore","949","459","48.37","23"
"html","689","273","39.62","48"
"yaml","620","0","0","66"
"dockerfile","582","0","0","18"
"csv","340","0","0","177"
"toml","329","0","0","42"
"dockerignore","325","3","0.92","3"
"txt","276","39","14.13","81"
"other","263","71","27","39"
"bicepparam","248","30","12.1","66"
"svg","168","92","54.76","30"
"sample","145","9","6.21","54"
"tsx}","95","0","0","40"
"old","38","0","0","4"
"dockerfile => src/frontend_react/dockerfile","38","0","0","2"
"example","36","15","41.67","8"
"nocache","35","0","0","2"
"ini","33","14","42.42","8"
"code-workspace","26","0","0","2"
"flake8","23","0","0","7"
"json}","10","0","0","1"
"python-version","8","0","0","14"
"env","7","0","0","1"
"github/workflows/codeowners","5","5","100","1"
"md}","5","0","0","1"
"py}","4","0","0","4"
"github/codeowners","2","0","0","2"
"github/{codeowner => codeowners}","2","0","0","2"
