"Extension","TotalLines","AILines","AIPercentage","FileCount"
"json","288918","50","0.02","95"
"py","61852","53214","86.03","833"
"lock","11066","6618","59.8","32"
"yml","5418","20","0.37","197"
"md","3607","24","0.67","197"
"ps1","2560","21","0.82","39"
"sh","2244","0","0","42"
"tsx","1640","1200","73.17","132"
"bicep","844","201","23.82","67"
"yaml","394","156","39.59","23"
"csv","273","249","91.21","51"
"gitignore","255","0","0","3"
"other","63","0","0","3"
"sample","54","0","0","23"
"css","42","0","0","6"
"toml","42","33","78.57","15"
"txt","38","0","0","16"
"coveragerc","25","25","100","1"
"env","21","0","0","3"
"json}","20","0","0","2"
"flake8","18","0","0","2"
"ini","9","5","55.56","4"
"github/codeowners","5","0","0","5"
"devcontainer/dockerfile","4","0","0","1"
