"Extension","TotalLines","AILines","AIPercentage","FileCount"
"json","44226","0","0","36"
"ps1","29969","0","0","252"
"md","10834","0","0","139"
"sh","4151","0","0","88"
"bicep","1424","0","0","112"
"yml","510","0","0","24"
"yaml","471","0","0","17"
"bicepparam","369","0","0","5"
"gitignore","291","0","0","9"
"py","258","0","0","33"
"sample","149","0","0","5"
"other","66","0","0","9"
"devcontainer/dockerfile","24","0","0","6"
"txt","21","0","0","24"
"env","21","0","0","6"
"gitmodules","9","0","0","3"
"github/codeowners","6","0","0","6"
