"Extension","TotalLines","AILines","AIPercentage","FileCount"
"ps1","49055","0","0","348"
"json","44856","0","0","48"
"md","17806","0","0","209"
"sh","6799","0","0","134"
"bicep","2138","0","0","164"
"yaml","765","0","0","23"
"yml","654","0","0","32"
"bicepparam","575","0","0","7"
"gitignore","485","0","0","15"
"py","380","0","0","53"
"sample","247","0","0","7"
"other","110","0","0","15"
"env","35","0","0","10"
"txt","33","0","0","38"
"devcontainer/dockerfile","24","0","0","6"
"gitmodules","15","0","0","5"
"github/codeowners","8","0","0","8"
