"Extension","TotalLines","AILines","AIPercentage","FileCount"
"json","679756","85","0.01","223"
"py","233205","210786","90.39","2073"
"yml","21558","223","1.03","841"
"lock","21251","6748","31.75","78"
"md","10888","24","0.22","549"
"ps1","5060","21","0.42","90"
"tsx","4465","3508","78.57","500"
"sh","4332","0","0","89"
"bicep","2020","201","9.95","204"
"ts","1087","1081","99.45","30"
"yaml","1045","156","14.93","65"
"csv","273","249","91.21","51"
"gitignore","255","0","0","4"
"toml","126","50","39.68","46"
"coveragerc","126","125","99.21","6"
"txt","123","5","4.07","53"
"sample","115","0","0","30"
"other","85","0","0","9"
"json}","70","0","0","7"
"flake8","63","0","0","7"
"yml}","54","0","0","2"
"ini","42","25","59.52","19"
"css","42","0","0","24"
"env","21","0","0","3"
"devcontainer/dockerfile","16","0","0","4"
"github/codeowners","10","0","0","10"
"code-workspace","1","0","0","1"
