"Extension","TotalLines","AILines","AIPercentage","FileCount"
"json","625313","85","0.01","174"
"py","193083","173910","90.07","1696"
"yml","19578","73","0.37","712"
"lock","17243","6618","38.38","44"
"md","10729","24","0.22","510"
"ps1","4825","21","0.44","86"
"sh","4090","0","0","82"
"tsx","3442","2610","75.83","361"
"bicep","1665","201","12.07","152"
"yaml","908","156","17.18","56"
"csv","273","249","91.21","51"
"gitignore","255","0","0","3"
"sample","114","0","0","28"
"coveragerc","100","100","100","4"
"json}","70","0","0","7"
"txt","65","0","0","33"
"other","63","0","0","3"
"flake8","63","0","0","7"
"toml","42","33","78.57","15"
"css","42","0","0","6"
"ini","34","20","58.82","14"
"env","21","0","0","3"
"devcontainer/dockerfile","12","0","0","3"
"github/codeowners","10","0","0","10"
